L5_Enterprise,L4_Site,L3_Area,L2_Line,L1_Cell,L0_Asset,UDT_Type,PLC_OPCUA_Server,OPC_Idx,Parent_Asset
Acme Global,New York,AG_Painting,AG_Line 4,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,127,
Acme Global,New York,AG_Painting,AG_Line 4,AG_Cell 4,PRESS_02,PRESS_MACHINE,macwin,128,PRESS_01
Acme Global,New York,AG_Painting,AG_Line 4,AG_Cell 5,PRESS_01,PRESS_MACHINE,macwin,129,
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 1,PRESS_01,PRESS_MACHINE,macwin,130,
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 1,PRESS_02,PRESS_MACHINE,macwin,131,PRESS_01
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 1,PRESS_03,PRESS_MACHINE,macwin,132,PRESS_02
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 1,PRESS_04,PRESS_MACHINE,macwin,133,PRESS_03
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 1,PRESS_05,PRESS_MACHINE,macwin,134,PRESS_04
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 2,PRESS_01,PRESS_MACHINE,macwin,135,
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 2,PRESS_02,PRESS_MACHINE,macwin,136,PRESS_01
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 2,PRESS_03,PRESS_MACHINE,macwin,137,PRESS_02
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 2,PRESS_04,PRESS_MACHINE,macwin,138,PRESS_03
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 3,PRESS_01,PRESS_MACHINE,macwin,139,
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 3,PRESS_02,PRESS_MACHINE,macwin,140,PRESS_01
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,141,
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 4,PRESS_02,PRESS_MACHINE,macwin,142,PRESS_01
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 5,PRESS_01,PRESS_MACHINE,macwin,143,
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 5,PRESS_02,PRESS_MACHINE,macwin,144,PRESS_01
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 5,PRESS_03,PRESS_MACHINE,macwin,145,PRESS_02
Acme Global,New York,AG_Painting,AG_Line 5,AG_Cell 5,PRESS_04,PRESS_MACHINE,macwin,146,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 1,PRESS_01,PRESS_MACHINE,macwin,147,
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 1,PRESS_02,PRESS_MACHINE,macwin,148,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 1,PRESS_03,PRESS_MACHINE,macwin,149,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 1,PRESS_04,PRESS_MACHINE,macwin,150,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 1,PRESS_05,PRESS_MACHINE,macwin,151,PRESS_04
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 2,PRESS_01,PRESS_MACHINE,macwin,152,
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 2,PRESS_02,PRESS_MACHINE,macwin,153,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 2,PRESS_03,PRESS_MACHINE,macwin,154,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 2,PRESS_04,PRESS_MACHINE,macwin,155,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 2,PRESS_05,PRESS_MACHINE,macwin,156,PRESS_04
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 3,PRESS_01,PRESS_MACHINE,macwin,157,
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 3,PRESS_02,PRESS_MACHINE,macwin,158,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 3,PRESS_03,PRESS_MACHINE,macwin,159,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 3,PRESS_04,PRESS_MACHINE,macwin,160,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,161,
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 4,PRESS_02,PRESS_MACHINE,macwin,162,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 4,PRESS_03,PRESS_MACHINE,macwin,163,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 5,PRESS_01,PRESS_MACHINE,macwin,164,
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 5,PRESS_02,PRESS_MACHINE,macwin,165,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 1,AG_Cell 5,PRESS_03,PRESS_MACHINE,macwin,166,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 1,PRESS_01,PRESS_MACHINE,macwin,167,
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 1,PRESS_02,PRESS_MACHINE,macwin,168,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 1,PRESS_03,PRESS_MACHINE,macwin,169,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 2,PRESS_01,PRESS_MACHINE,macwin,170,
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 2,PRESS_02,PRESS_MACHINE,macwin,171,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 2,PRESS_03,PRESS_MACHINE,macwin,172,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 3,PRESS_01,PRESS_MACHINE,macwin,173,
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 3,PRESS_02,PRESS_MACHINE,macwin,174,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 3,PRESS_03,PRESS_MACHINE,macwin,175,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 3,PRESS_04,PRESS_MACHINE,macwin,176,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 3,PRESS_05,PRESS_MACHINE,macwin,177,PRESS_04
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,178,
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 4,PRESS_02,PRESS_MACHINE,macwin,179,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 4,PRESS_03,PRESS_MACHINE,macwin,180,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 5,PRESS_01,PRESS_MACHINE,macwin,181,
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 5,PRESS_02,PRESS_MACHINE,macwin,182,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 5,PRESS_03,PRESS_MACHINE,macwin,183,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 5,PRESS_04,PRESS_MACHINE,macwin,184,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 2,AG_Cell 5,PRESS_05,PRESS_MACHINE,macwin,185,PRESS_04
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 1,PRESS_01,PRESS_MACHINE,macwin,186,
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 1,PRESS_02,PRESS_MACHINE,macwin,187,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 2,PRESS_01,PRESS_MACHINE,macwin,188,
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 2,PRESS_02,PRESS_MACHINE,macwin,189,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 2,PRESS_03,PRESS_MACHINE,macwin,190,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 2,PRESS_04,PRESS_MACHINE,macwin,191,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 3,PRESS_01,PRESS_MACHINE,macwin,192,
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,193,
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 4,PRESS_02,PRESS_MACHINE,macwin,194,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 4,PRESS_03,PRESS_MACHINE,macwin,195,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 5,PRESS_01,PRESS_MACHINE,macwin,196,
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 5,PRESS_02,PRESS_MACHINE,macwin,197,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 3,AG_Cell 5,PRESS_03,PRESS_MACHINE,macwin,198,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 1,PRESS_01,PRESS_MACHINE,macwin,199,
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 1,PRESS_02,PRESS_MACHINE,macwin,200,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 2,PRESS_01,PRESS_MACHINE,macwin,201,
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 3,PRESS_01,PRESS_MACHINE,macwin,202,
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 3,PRESS_02,PRESS_MACHINE,macwin,203,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,204,
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 4,PRESS_02,PRESS_MACHINE,macwin,205,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 5,PRESS_01,PRESS_MACHINE,macwin,206,
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 5,PRESS_02,PRESS_MACHINE,macwin,207,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 5,PRESS_03,PRESS_MACHINE,macwin,208,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 5,PRESS_04,PRESS_MACHINE,macwin,209,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 4,AG_Cell 5,PRESS_05,PRESS_MACHINE,macwin,210,PRESS_04
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 1,PRESS_01,PRESS_MACHINE,macwin,211,
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 1,PRESS_02,PRESS_MACHINE,macwin,212,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 1,PRESS_03,PRESS_MACHINE,macwin,213,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 1,PRESS_04,PRESS_MACHINE,macwin,214,PRESS_03
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 2,PRESS_01,PRESS_MACHINE,macwin,215,
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 2,PRESS_02,PRESS_MACHINE,macwin,216,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 2,PRESS_03,PRESS_MACHINE,macwin,217,PRESS_02
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 3,PRESS_01,PRESS_MACHINE,macwin,218,
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 3,PRESS_02,PRESS_MACHINE,macwin,219,PRESS_01
Acme Global,New York,AG_Assembly,AG_Line 5,AG_Cell 4,PRESS_01,PRESS_MACHINE,macwin,220,
