L5_Enterprise,L4_Site,L3_Area,L2_Line,L1_Cell,L0_Asset,UDT_Type,PLC_OPCUA_Server,OPC_Idx,Parent_Asset
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,18,FEEDER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,19,COLD_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,20,HOT_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,21,TRIM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 2,CONVEYOR_01,PRESS_MACHINE,macwin,22,
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 2,LABELER_01,PRESS_MACHINE,macwin,23,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 2,SEALER_01,PRESS_MACHINE,macwin,24,LABELER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,25,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,26,
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 3,SORTER_01,PRESS_MACHINE,macwin,27,ROBOT_ARM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 3,STACKER_01,PRESS_MACHINE,macwin,28,SORTER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 3,HOT_PRESS_01,PRESS_MACHINE,macwin,29,
Acme Europe,Berlin,AE_Packaging,AE_Line 2,AE_Cell 3,DRYER_01,PRESS_MACHINE,macwin,30,HOT_PRESS_01
Acme Europe,Berlin,AE_Maintenance,AE_Line 2,AE_Cell 1,CALIBRATOR_01,PRESS_MACHINE,macwin,31,
Acme Europe,Berlin,AE_Maintenance,AE_Line 2,AE_Cell 1,MAINT_UNIT_01,PRESS_MACHINE,macwin,32,
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,33,
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,34,FEEDER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,35,COLD_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,36,HOT_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,37,TRIM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 2,CONVEYOR_01,PRESS_MACHINE,macwin,38,
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 2,LABELER_01,PRESS_MACHINE,macwin,39,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 2,SEALER_01,PRESS_MACHINE,macwin,40,LABELER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,41,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,42,
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 3,SORTER_01,PRESS_MACHINE,macwin,43,ROBOT_ARM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 3,STACKER_01,PRESS_MACHINE,macwin,44,SORTER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 3,HOT_PRESS_01,PRESS_MACHINE,macwin,45,
Acme Europe,Berlin,AE_Packaging,AE_Line 3,AE_Cell 3,DRYER_01,PRESS_MACHINE,macwin,46,HOT_PRESS_01
Acme Europe,Berlin,AE_Maintenance,AE_Line 3,AE_Cell 1,CALIBRATOR_01,PRESS_MACHINE,macwin,47,
Acme Europe,Berlin,AE_Maintenance,AE_Line 3,AE_Cell 1,MAINT_UNIT_01,PRESS_MACHINE,macwin,48,
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,49,
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,50,FEEDER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,51,COLD_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,52,HOT_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,53,TRIM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 2,CONVEYOR_01,PRESS_MACHINE,macwin,54,
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 2,LABELER_01,PRESS_MACHINE,macwin,55,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 2,SEALER_01,PRESS_MACHINE,macwin,56,LABELER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,57,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,58,
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 3,SORTER_01,PRESS_MACHINE,macwin,59,ROBOT_ARM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 3,STACKER_01,PRESS_MACHINE,macwin,60,SORTER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 3,HOT_PRESS_01,PRESS_MACHINE,macwin,61,
Acme Europe,Berlin,AE_Packaging,AE_Line 4,AE_Cell 3,DRYER_01,PRESS_MACHINE,macwin,62,HOT_PRESS_01
Acme Europe,Berlin,AE_Maintenance,AE_Line 4,AE_Cell 1,CALIBRATOR_01,PRESS_MACHINE,macwin,63,
Acme Europe,Berlin,AE_Maintenance,AE_Line 4,AE_Cell 1,MAINT_UNIT_01,PRESS_MACHINE,macwin,64,
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,65,
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,66,FEEDER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,67,COLD_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,68,HOT_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,69,TRIM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 2,CONVEYOR_01,PRESS_MACHINE,macwin,70,
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 2,LABELER_01,PRESS_MACHINE,macwin,71,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 2,SEALER_01,PRESS_MACHINE,macwin,72,LABELER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,73,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,74,
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 3,SORTER_01,PRESS_MACHINE,macwin,75,ROBOT_ARM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 3,STACKER_01,PRESS_MACHINE,macwin,76,SORTER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 3,HOT_PRESS_01,PRESS_MACHINE,macwin,77,
Acme Europe,Berlin,AE_Packaging,AE_Line 5,AE_Cell 3,DRYER_01,PRESS_MACHINE,macwin,78,HOT_PRESS_01
Acme Europe,Berlin,AE_Maintenance,AE_Line 5,AE_Cell 1,CALIBRATOR_01,PRESS_MACHINE,macwin,79,
Acme Europe,Berlin,AE_Maintenance,AE_Line 5,AE_Cell 1,MAINT_UNIT_01,PRESS_MACHINE,macwin,80,
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,81,
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,82,FEEDER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,83,COLD_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,84,HOT_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,85,TRIM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 2,CONVEYOR_01,PRESS_MACHINE,macwin,86,
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 2,LABELER_01,PRESS_MACHINE,macwin,87,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 2,SEALER_01,PRESS_MACHINE,macwin,88,LABELER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,89,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,90,
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 3,SORTER_01,PRESS_MACHINE,macwin,91,ROBOT_ARM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 3,STACKER_01,PRESS_MACHINE,macwin,92,SORTER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 3,HOT_PRESS_01,PRESS_MACHINE,macwin,93,
Acme Europe,Berlin,AE_Packaging,AE_Line 6,AE_Cell 3,DRYER_01,PRESS_MACHINE,macwin,94,HOT_PRESS_01
Acme Europe,Berlin,AE_Maintenance,AE_Line 6,AE_Cell 1,CALIBRATOR_01,PRESS_MACHINE,macwin,95,
Acme Europe,Berlin,AE_Maintenance,AE_Line 6,AE_Cell 1,MAINT_UNIT_01,PRESS_MACHINE,macwin,96,
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,97,
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,98,FEEDER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,99,COLD_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,100,HOT_PRESS_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,101,TRIM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 2,CONVEYOR_01,PRESS_MACHINE,macwin,102,
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 2,LABELER_01,PRESS_MACHINE,macwin,103,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 2,SEALER_01,PRESS_MACHINE,macwin,104,LABELER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,105,CONVEYOR_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,106,
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 3,SORTER_01,PRESS_MACHINE,macwin,107,ROBOT_ARM_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 3,STACKER_01,PRESS_MACHINE,macwin,108,SORTER_01
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 3,HOT_PRESS_01,PRESS_MACHINE,macwin,109,
Acme Europe,Berlin,AE_Packaging,AE_Line 7,AE_Cell 3,DRYER_01,PRESS_MACHINE,macwin,110,HOT_PRESS_01
Acme Europe,Berlin,AE_Maintenance,AE_Line 7,AE_Cell 1,CALIBRATOR_01,PRESS_MACHINE,macwin,111,
Acme Europe,Berlin,AE_Maintenance,AE_Line 7,AE_Cell 1,MAINT_UNIT_01,PRESS_MACHINE,macwin,112,
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,113,
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,114,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,115,COLD_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,116,HOT_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,BUFFER_01,PRESS_MACHINE,macwin,117,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,SORTER_01,PRESS_MACHINE,macwin,118,BUFFER_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,119,SORTER_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 2,LOADER_01,PRESS_MACHINE,macwin,120,
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 2,ROBOT_ARM_01,PRESS_MACHINE,macwin,121,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 2,ROBOT_ARM_02,PRESS_MACHINE,macwin,122,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 1,AE_Cell 2,ROBOT_ARM_03,PRESS_MACHINE,macwin,123,LOADER_01
Acme Europe,Paris,AE_Quality,AE_Line 1,AE_Cell 1,INSPECTOR_01,PRESS_MACHINE,macwin,124,
Acme Europe,Paris,AE_Quality,AE_Line 1,AE_Cell 1,INSPECTOR_02,PRESS_MACHINE,macwin,125,
Acme Europe,Paris,AE_Quality,AE_Line 1,AE_Cell 1,QC_STATION_01,PRESS_MACHINE,macwin,126,
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,127,
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,128,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,129,COLD_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,130,HOT_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,BUFFER_01,PRESS_MACHINE,macwin,131,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,SORTER_01,PRESS_MACHINE,macwin,132,BUFFER_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,133,SORTER_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 2,LOADER_01,PRESS_MACHINE,macwin,134,
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 2,ROBOT_ARM_01,PRESS_MACHINE,macwin,135,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 2,ROBOT_ARM_02,PRESS_MACHINE,macwin,136,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 2,AE_Cell 2,ROBOT_ARM_03,PRESS_MACHINE,macwin,137,LOADER_01
Acme Europe,Paris,AE_Quality,AE_Line 2,AE_Cell 1,INSPECTOR_01,PRESS_MACHINE,macwin,138,
Acme Europe,Paris,AE_Quality,AE_Line 2,AE_Cell 1,INSPECTOR_02,PRESS_MACHINE,macwin,139,
Acme Europe,Paris,AE_Quality,AE_Line 2,AE_Cell 1,QC_STATION_01,PRESS_MACHINE,macwin,140,
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,141,
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,142,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,143,COLD_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,144,HOT_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,BUFFER_01,PRESS_MACHINE,macwin,145,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,SORTER_01,PRESS_MACHINE,macwin,146,BUFFER_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,147,SORTER_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 2,LOADER_01,PRESS_MACHINE,macwin,148,
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 2,ROBOT_ARM_01,PRESS_MACHINE,macwin,149,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 2,ROBOT_ARM_02,PRESS_MACHINE,macwin,150,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 3,AE_Cell 2,ROBOT_ARM_03,PRESS_MACHINE,macwin,151,LOADER_01
Acme Europe,Paris,AE_Quality,AE_Line 3,AE_Cell 1,INSPECTOR_01,PRESS_MACHINE,macwin,152,
Acme Europe,Paris,AE_Quality,AE_Line 3,AE_Cell 1,INSPECTOR_02,PRESS_MACHINE,macwin,153,
Acme Europe,Paris,AE_Quality,AE_Line 3,AE_Cell 1,QC_STATION_01,PRESS_MACHINE,macwin,154,
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,155,
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,156,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,157,COLD_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,158,HOT_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,BUFFER_01,PRESS_MACHINE,macwin,159,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,SORTER_01,PRESS_MACHINE,macwin,160,BUFFER_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,161,SORTER_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 2,LOADER_01,PRESS_MACHINE,macwin,162,
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 2,ROBOT_ARM_01,PRESS_MACHINE,macwin,163,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 2,ROBOT_ARM_02,PRESS_MACHINE,macwin,164,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 4,AE_Cell 2,ROBOT_ARM_03,PRESS_MACHINE,macwin,165,LOADER_01
Acme Europe,Paris,AE_Quality,AE_Line 4,AE_Cell 1,INSPECTOR_01,PRESS_MACHINE,macwin,166,
Acme Europe,Paris,AE_Quality,AE_Line 4,AE_Cell 1,INSPECTOR_02,PRESS_MACHINE,macwin,167,
Acme Europe,Paris,AE_Quality,AE_Line 4,AE_Cell 1,QC_STATION_01,PRESS_MACHINE,macwin,168,
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,FEEDER_01,PRESS_MACHINE,macwin,169,
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,COLD_PRESS_01,PRESS_MACHINE,macwin,170,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,HOT_PRESS_01,PRESS_MACHINE,macwin,171,COLD_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,TRIM_01,PRESS_MACHINE,macwin,172,HOT_PRESS_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,BUFFER_01,PRESS_MACHINE,macwin,173,FEEDER_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,SORTER_01,PRESS_MACHINE,macwin,174,BUFFER_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 1,PACKER_01,PRESS_MACHINE,macwin,175,SORTER_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 2,LOADER_01,PRESS_MACHINE,macwin,176,
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 2,ROBOT_ARM_01,PRESS_MACHINE,macwin,177,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 2,ROBOT_ARM_02,PRESS_MACHINE,macwin,178,LOADER_01
Acme Europe,Paris,AE_Assembly,AE_Line 5,AE_Cell 2,ROBOT_ARM_03,PRESS_MACHINE,macwin,179,LOADER_01
Acme Europe,Paris,AE_Quality,AE_Line 5,AE_Cell 1,INSPECTOR_01,PRESS_MACHINE,macwin,180,
Acme Europe,Paris,AE_Quality,AE_Line 5,AE_Cell 1,INSPECTOR_02,PRESS_MACHINE,macwin,181,
Acme Europe,Paris,AE_Quality,AE_Line 5,AE_Cell 1,QC_STATION_01,PRESS_MACHINE,macwin,182,
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 1,COATER_01,PRESS_MACHINE,macwin,183,
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 1,DRYER_01,PRESS_MACHINE,macwin,184,COATER_01
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 1,COATER_02,PRESS_MACHINE,macwin,185,DRYER_01
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 1,DRYER_02,PRESS_MACHINE,macwin,186,COATER_02
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 2,INSPECTOR_01,PRESS_MACHINE,macwin,187,
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,188,INSPECTOR_01
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 2,QC_STATION_02,PRESS_MACHINE,macwin,189,INSPECTOR_01
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 3,LOADER_01,PRESS_MACHINE,macwin,190,
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 3,ROBOT_ARM_01,PRESS_MACHINE,macwin,191,LOADER_01
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 3,UNLOADER_01,PRESS_MACHINE,macwin,192,ROBOT_ARM_01
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 3,LOADER_02,PRESS_MACHINE,macwin,193,
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 3,ROBOT_ARM_02,PRESS_MACHINE,macwin,194,LOADER_02
Acme Europe,Hamburg,AE_Painting,AE_Line 1,AE_Cell 3,UNLOADER_02,PRESS_MACHINE,macwin,195,ROBOT_ARM_02
Acme Europe,Hamburg,AE_Painting,AE_Line 2,AE_Cell 1,COATER_01,PRESS_MACHINE,macwin,196,
Acme Europe,Hamburg,AE_Painting,AE_Line 2,AE_Cell 1,DRYER_01,PRESS_MACHINE,macwin,197,COATER_01
Acme Europe,Hamburg,AE_Painting,AE_Line 2,AE_Cell 1,COATER_02,PRESS_MACHINE,macwin,198,DRYER_01
Acme Europe,Hamburg,AE_Painting,AE_Line 2,AE_Cell 1,DRYER_02,PRESS_MACHINE,macwin,199,COATER_02
Acme Europe,Hamburg,AE_Painting,AE_Line 2,AE_Cell 2,INSPECTOR_01,PRESS_MACHINE,macwin,200,
Acme Europe,Hamburg,AE_Painting,AE_Line 2,AE_Cell 2,QC_STATION_01,PRESS_MACHINE,macwin,201,INSPECTOR_01
